Book-Title,Book-Rating
1984,8.784722222222221
1st to Die: A Novel,7.711864406779661
2nd Chance,7.76
4 Blondes,5.653846153846154
84 Charing Cross Road,9.049180327868852
A Bend in the Road,7.461538461538462
A Case of Need,7.061728395061729
"A Child Called \It\"": One Child's Courage to Survive""",7.963235294117647
A Confederacy of Dunces (Evergreen Book),7.202898550724638
A Darkness More Than Night,7.4
A Fine Balance,8.142857142857142
A Heartbreaking Work of Staggering Genius,7.180555555555555
A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),7.637254901960785
A Lesson Before Dying (Vintage Contemporaries (Paperback)),7.72289156626506
A Man Named Dave: A Story of Triumph and Forgiveness,8.05084745762712
A Man in Full,7.333333333333333
A Map of the World,7.025862068965517
A Painted House,7.398907103825136
A Patchwork Planet,7.293103448275862
A Prayer for Owen Meany,8.615384615384615
A Separate Peace,7.435483870967742
A Thousand Acres (Ballantine Reader's Circle),7.527027027027027
A Time to Kill,8.009345794392523
A Virtuous Woman (Oprah's Book Club (Paperback)),7.109090909090909
A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),8.20754716981132
A Walk to Remember,7.787878787878788
A Widow for One Year,7.755102040816326
A Wrinkle In Time,8.876543209876543
A Wrinkle in Time,8.614583333333334
A Year in Provence,7.986486486486487
ANGELA'S ASHES,8.360294117647058
About a Boy,7.861538461538461
About a Boy (Movie Tie-In),7.910714285714286
Absolute Power,7.634615384615385
"Ahab's Wife: Or, The Star-Gazer: A Novel",7.841269841269841
Airframe,7.465116279069767
All Around the Town,7.914285714285715
All I Really Need to Know,7.989247311827957
All That Remains (Kay Scarpetta Mysteries (Paperback)),8.031746031746032
Along Came a Spider (Alex Cross Novels),8.042372881355933
American Gods,8.013245033112582
American Psycho (Vintage Contemporaries),6.9818181818181815
Angela's Ashes (MMP) : A Memoir,8.0
Angela's Ashes: A Memoir,8.26530612244898
Angelas Ashes,7.849056603773585
Angels,7.564516129032258
Angels &amp; Demons,8.016129032258064
"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",7.967213114754099
Animal Dreams,7.970149253731344
Animal Farm,8.3
Anne Frank: The Diary of a Young Girl,8.721518987341772
Anne of Green Gables (Anne of Green Gables Novels (Paperback)),8.878787878787879
"Artemis Fowl (Artemis Fowl, Book 1)",7.719626168224299
Ashes to Ashes,7.279411764705882
At Home in Mitford (The Mitford Years),7.788888888888889
Atlas Shrugged,8.253333333333334
Atonement : A Novel,7.626865671641791
B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),7.767441860465116
Back Roads,7.254901960784314
Back When We Were Grownups : A Novel (Ballantine Reader's Circle),7.117647058823529
Bag of Bones,7.956043956043956
Balzac and the Little Chinese Seamstress : A Novel,8.03076923076923
Basket Case,7.60377358490566
Bastard Out of Carolina,8.25925925925926
Beach Music,7.674157303370786
Bee Season: A Novel,7.5
Before I Say Good-Bye,7.593220338983051
Bel Canto: A Novel,8.150943396226415
Beloved,7.306666666666667
Beloved (Plume Contemporary Fiction),7.772151898734177
Big Stone Gap: A Novel (Ballantine Reader's Circle),7.5
Big Trouble,7.336734693877551
Birthright,7.981132075471698
Black House,7.617647058823529
Black Notice,7.648854961832061
Black and Blue,7.5
Bleachers,6.583333333333333
Blessings,7.597222222222222
Blood Work,7.8431372549019605
Blow Fly: A Scarpetta Novel,7.327586206896552
Blue Diary,7.262295081967213
Body of Lies,7.631578947368421
Brave New World,8.090909090909092
"Breath, Eyes, Memory",7.137254901960785
Breathing Lessons,7.333333333333333
Bridget Jones : The Edge of Reason,7.285714285714286
Bridget Jones's Diary,7.625994694960212
Bridget Jones: The Edge of Reason,7.521739130434782
By the Light of the Moon,7.957746478873239
C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),8.296296296296296
Call of the Wild,7.830508474576271
Carolina Moon,7.482352941176471
Carrie,7.818181818181818
Cat &amp; Mouse (Alex Cross Novels),8.0
Cat's Cradle,8.407407407407407
Catch 22,8.161764705882353
Catch Me If You Can: The True Story of a Real Fake,7.927536231884058
Catering to Nobody,7.482142857142857
Cause of Death,7.52
Charlotte's Web (Trophy Newbery),9.073529411764707
Charming Billy,6.745454545454545
Chasing the Dime,7.509433962264151
Chicken Soup for the Soul (Chicken Soup for the Soul),7.71578947368421
Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),7.5
Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),7.787878787878788
Chocolat,7.98639455782313
Choke,7.955882352941177
Chosen Prey,7.7
Christine,8.052631578947368
Circle of Friends,8.010526315789473
City of Bones,7.882352941176471
Code to Zero,7.161764705882353
Cold Mountain,8.113924050632912
Cold Mountain : A Novel,7.776119402985074
Cold Sassy Tree,8.051948051948052
Confessions of a Shopaholic (Summer Display Opportunity),7.803680981595092
Confessions of an Ugly Stepsister : A Novel,7.4646464646464645
Congo,7.27
Contact,7.876712328767123
Coraline,8.164948453608247
Couplehood,7.875
Cradle and All,7.226086956521739
Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),8.1
Cryptonomicon,8.25
Cujo,7.590909090909091
D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),7.733333333333333
Daddy's Little Girl,7.49
Daisy Fay and the Miracle Man,7.56140350877193
Dance upon the Air (Three Sisters Island Trilogy),8.038095238095238
Daughter of Fortune,7.480769230769231
Daughter of Fortune: A Novel,7.39622641509434
Deadly Decisions,7.634615384615385
Death du Jour,7.967213114754099
Deception Point,7.68
Deja Dead,7.364864864864865
Desperation,7.634146341463414
Diary of a Mad Bride (Summer Display Opportunity),7.686274509803922
Different Seasons,8.26984126984127
Digital Fortress : A Thriller,7.594202898550725
Dirk Gently's Holistic Detective Agency,7.7407407407407405
Disclosure,7.46
Divine Secrets of the Ya-Ya Sisterhood : A Novel,7.610169491525424
Divine Secrets of the Ya-Ya Sisterhood: A Novel,7.876160990712075
Dolores Claiborne,7.423728813559322
Don't Stand Too Close to a Naked Man,6.826923076923077
Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),7.51
Dragonfly in Amber,8.45
Dreamcatcher,7.219626168224299
Drowning Ruth,7.587301587301587
Drowning Ruth (Oprah's Book Club),7.505263157894737
Drums of Autumn,8.76923076923077
"Dude, Where's My Country?",8.351648351648352
Dune (Remembering Tomorrow),8.973333333333333
Dust to Dust,7.447761194029851
E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),8.0
East of Eden (Oprah's Book Club),8.63768115942029
Easy Prey,7.3125
"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",8.5
Einstein's Dreams,7.879310344827586
Ellen Foster,7.3875
Empire Falls,7.650537634408602
Ender's Game (Ender Wiggins Saga (Paperback)),8.920529801324504
Envy,7.753623188405797
Evening Class,8.320987654320987
Everything's Eventual : 14 Dark Tales,7.714285714285714
F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),7.903846153846154
Face the Fire (Three Sisters Island Trilogy),7.921348314606742
Fahrenheit 451,8.549019607843137
Faking It,7.611111111111111
Fall On Your Knees (Oprah #45),7.574803149606299
Falling Angels,7.465909090909091
False Memory,7.8
Fast Food Nation: The Dark Side of the All-American Meal,8.415584415584416
Fast Women,7.741935483870968
Fatal Voyage,7.961538461538462
Fear Nothing,7.620689655172414
Fight Club,8.545454545454545
Final Target,7.470588235294118
Five Quarters of the Orange,7.628865979381444
Flesh and Blood,7.34375
Fortune's Rocks : A Novel,8.0
Foucault's Pendulum,7.745454545454545
Four Blind Mice,8.182692307692308
Four Blondes,5.393939393939394
Four Past Midnight,7.934210526315789
Four To Score (A Stephanie Plum Novel),8.135922330097088
Free,8.634615384615385
Fried Green Tomatoes at the Whistle Stop Cafe,8.531746031746032
From Potter's Field,7.717171717171717
From a Buick 8 : A Novel,7.2
From the Corner of His Eye,8.10752688172043
Full House (Janet Evanovich's Full Series),6.920353982300885
Full Tilt (Janet Evanovich's Full Series),6.568627450980392
G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),8.0
Gap Creek: The Story Of A Marriage,7.482758620689655
Geek Love,8.053571428571429
Gerald's Game,7.390243902439025
Girl With a Pearl Earring,8.2
Girl in Hyacinth Blue,7.845360824742268
Girl with a Pearl Earring,7.982014388489208
"Girl, Interrupted",7.344262295081967
Go Ask Alice,8.232142857142858
Good Omens,8.195402298850574
Good in Bed,8.044534412955466
Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),7.7534246575342465
H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),7.75
Hannibal,7.138121546961326
Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),8.298387096774194
Harry Potter and the Chamber of Secrets (Book 2),8.840490797546012
Harry Potter and the Goblet of Fire (Book 4),9.125506072874494
Harry Potter and the Order of the Phoenix (Book 5),9.04739336492891
Harry Potter and the Prisoner of Azkaban (Book 3),9.04332129963899
Harry Potter and the Sorcerer's Stone (Book 1),9.0625
Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),8.936507936507937
Heart of the Sea (Irish Trilogy),7.876923076923077
Heartbreaker,7.766666666666667
Hearts In Atlantis,7.6
Hearts in Atlantis,7.492957746478873
Heaven and Earth (Three Sisters Island Trilogy),7.921052631578948
Hemlock Bay,6.963636363636364
Here on Earth,7.211267605633803
Hideaway,7.509433962264151
High Fidelity,8.016
High Five (A Stephanie Plum Novel),8.383838383838384
Holes (Yearling Newbery),8.657894736842104
Hornet's Nest,6.591397849462366
Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),7.846153846153846
House of Sand and Fog,7.363636363636363
How Stella Got Her Groove Back,7.403225806451613
How to Be Good,6.7
How to Make an American Quilt,7.086206896551724
I Capture the Castle,7.9375
I Is for Innocent,7.5636363636363635
I Know This Much Is True,8.264150943396226
I Know This Much Is True (Oprah's Book Club),8.36
I Know Why the Caged Bird Sings,8.102564102564102
Icy Sparks,7.28169014084507
Illusions: The Adventures of a Reluctant Messiah,8.596153846153847
In Her Shoes : A Novel,7.688888888888889
Insomnia,7.88135593220339
Intensity,8.012048192771084
Interpreter of Maladies,8.430379746835444
Interview with the Vampire,7.775862068965517
Into Thin Air : A Personal Account of the Mt. Everest Disaster,8.139072847682119
Into the Wild,7.977777777777778
Ishmael: An Adventure of the Mind and Spirit,8.457446808510639
Isle of Dogs,5.433962264150943
It,8.127450980392156
It Was on Fire When I Lay Down on It,8.11864406779661
It's Not About the Bike: My Journey Back to Life,7.9
J Is for Judgment,7.963636363636364
Jack &amp; Jill (Alex Cross Novels),7.838235294117647
Jackdaws,7.806451612903226
Jemima J: A Novel About Ugly Ducklings and Swans,7.525252525252525
Jewel,7.4941176470588236
Jewels of the Sun (Irish Trilogy),7.968253968253968
Jitterbug Perfume,8.622641509433961
Jonathan Livingston Seagull,8.049180327868852
Jurassic Park,7.8915094339622645
"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",8.509803921568627
Kiss the Girls,7.78494623655914
Ladder of Years,7.327586206896552
"Lamb : The Gospel According to Biff, Christ's Childhood Pal",8.78688524590164
Last Chance Saloon,7.87037037037037
Last Man Standing,7.287878787878788
Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),7.715151515151515
Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,8.64179104477612
Life of Pi,8.080357142857142
Lightning,8.089887640449438
"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",7.894736842105263
"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",7.440677966101695
"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",8.278688524590164
Little Altars Everywhere: A Novel,7.596774193548387
Lord of the Flies,8.040650406504065
Love in the Time of Cholera (Penguin Great Books of the 20th Century),8.11111111111111
"Loves Music, Loves to Dance",7.2388059701492535
Lucky : A Memoir,8.19548872180451
Lucky Man: A Memoir,8.23076923076923
Lucky You,7.823529411764706
Manhattan Hunt Club,7.627450980392157
Matilda,8.690909090909091
Me Talk Pretty One Day,7.86697247706422
Memoirs of a Geisha,8.588235294117647
Memoirs of a Geisha Uk,8.174418604651162
"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",6.947368421052632
Message in a Bottle,7.613259668508287
Middlesex: A Novel,8.222222222222221
Midnight Bayou,7.92
Midnight in the Garden of Good and Evil,7.446153846153846
Midnight in the Garden of Good and Evil: A Savannah Story,7.794392523364486
Midwives: A Novel,7.73202614379085
Misery,8.074626865671641
Miss Julia Speaks Her Mind : A Novel,7.526315789473684
Moonlight Becomes You,7.745098039215686
Mortal Prey,7.774193548387097
Mr. Maybe,7.490196078431373
Mr. Murder,7.485294117647059
Mrs Dalloway,7.142857142857143
Mutant Message Down Under,7.411764705882353
My Gal Sunday,6.607843137254902
Mystic River,7.924812030075188
N Is for Noose,7.415094339622642
Naked,7.990196078431373
Needful Things,7.868421052631579
Neuromancer (Remembering Tomorrow),7.6103896103896105
Neverwhere,8.075342465753424
Nickel and Dimed: On (Not) Getting By in America,8.258620689655173
Nicolae: The Rise of Antichrist (Left Behind No. 3),8.254237288135593
Night,8.52
Night Sins,7.966101694915254
Nightmares &amp; Dreamscapes,7.880597014925373
Nights in Rodanthe,7.8354430379746836
Notes from a Small Island,8.016666666666667
Of Mice and Men (Penguin Great Books of the 20th Century),8.326923076923077
On Writing,8.164383561643836
On the Road,8.271186440677965
On the Street Where You Live,7.640449438202247
One Door Away from Heaven,7.709923664122138
One Flew Over the Cuckoo's Nest,8.392857142857142
One Hundred Years of Solitude,8.523076923076923
One True Thing,7.91358024691358
One for the Money (A Stephanie Plum Novel),8.397058823529411
One for the Money (Stephanie Plum Novels (Paperback)),7.940298507462686
Open House,7.277777777777778
Open House (Oprah's Book Club (Paperback)),7.222222222222222
Outlander,8.496402877697841
P Is for Peril,7.2592592592592595
Paradise,6.9423076923076925
Pay It Forward,7.65
Peace Like a River,8.123287671232877
Pet Sematary,7.921568627450981
Phantoms,7.8088235294117645
Pigs in Heaven,7.990196078431373
Plain Truth,8.068965517241379
Plainsong (Vintage Contemporaries),7.686567164179104
Plum Island,7.694915254237288
Point of Origin,7.728070175438597
Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,7.805194805194805
Pop Goes the Weasel,7.545454545454546
Postmortem,7.861111111111111
Practical Magic,7.943396226415095
Presumed Innocent,7.670731707317073
Pretend You Don't See Her,8.025
Prey,7.602409638554217
Prey: A Novel,7.813186813186813
Pride and Prejudice,8.541176470588235
Prodigal Summer,8.256410256410257
Prodigal Summer: A Novel,8.159420289855072
Q Is for Quarry,7.896551724137931
Quentins,7.6875
Rainbow Six,7.3478260869565215
Rebecca,8.10958904109589
Red Dragon,7.967032967032967
Red Rabbit,6.7272727272727275
Red Storm Rising,7.527272727272727
Riptide,7.129032258064516
Rising Sun,7.301075268817204
"River, Cross My Heart",6.95
Rose Madder,7.556962025316456
Roses Are Red (Alex Cross Novels),8.117647058823529
Running with Scissors: A Memoir,7.397435897435898
SHIPPING NEWS,7.720496894409938
STONES FROM THE RIVER,8.036764705882353
Saving Faith,7.106060606060606
Scarlet Feather,7.659090909090909
Sea Glass: A Novel,7.825
Seabiscuit,8.241935483870968
Seabiscuit: An American Legend,8.473684210526315
Secret History,7.492957746478873
Seize the Night,7.672413793103448
Seven Habits Of Highly Effective People,7.0
Seven Up (A Stephanie Plum Novel),8.067164179104477
She's Come Undone (Oprah's Book Club (Paperback)),7.531400966183575
She's Come Undone (Oprah's Book Club),7.700460829493087
Shock,7.5606060606060606
Shopaholic Takes Manhattan (Summer Display Opportunity),8.101123595505618
Shopaholic Ties the Knot,7.897058823529412
Shopgirl,7.185714285714286
Sick Puppy,7.73469387755102
Siddhartha,8.532608695652174
Silence of the Lambs,8.380165289256198
Sisterhood of the Traveling Pants,8.245901639344263
Skeleton Crew,8.074074074074074
Skipping Christmas,7.543859649122807
Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,8.337349397590362
Slow Waltz in Cedar Bend,6.619718309859155
Smilla's Sense of Snow,7.666666666666667
Snow Falling on Cedars,7.829090909090909
Sole Survivor,7.296296296296297
Song of Solomon (Oprah's Book Club (Paperback)),7.339622641509434
Songs in Ordinary Time (Oprah's Book Club (Paperback)),6.53030303030303
Sophie's World: A Novel About the History of Philosophy,7.784313725490196
Southern Cross,6.7375
Sphere,7.434782608695652
Stargirl,8.186440677966102
Sticks &amp; Scones,7.388888888888889
Still Waters,7.136363636363637
Stranger in a Strange Land (Remembering Tomorrow),8.333333333333334
Strangers,7.80327868852459
Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,7.80379746835443
Summer Sisters,7.494163424124514
Suzanne's Diary for Nicholas,7.657894736842105
Taltos: Lives of the Mayfair Witches,7.836363636363636
Tara Road,7.628099173553719
Tears of the Giraffe (No.1 Ladies Detective Agency),8.452631578947368
Tears of the Moon (Irish Trilogy),7.868852459016393
Tell No One,8.087378640776699
The Alchemist: A Fable About Following Your Dream,8.182539682539682
The Alienist,7.746268656716418
The Amazing Adventures of Kavalier &amp; Clay,8.106382978723405
"The Amber Spyglass (His Dark Materials, Book 3)",8.746268656716419
The Andromeda Strain,7.6
The Angel of Darkness,7.378787878787879
"The Bad Beginning (A Series of Unfortunate Events, Book 1)",7.471074380165289
The Beach,7.788461538461538
The Beach House,7.703703703703703
The Bean Trees,8.28125
The Big Bad Wolf: A Novel,7.851851851851852
The Blind Assassin,7.519607843137255
The Blue Nowhere : A Novel,8.14864864864865
The Bluest Eye,7.467532467532467
The Body Farm,8.012195121951219
The Bonesetter's Daughter,7.987730061349693
The Bonfire of the Vanities,7.224137931034483
The Book of Ruth (Oprah's Book Club (Paperback)),7.4
The Bourne Identity,7.5675675675675675
The Boy Next Door,8.016666666666667
The Brethren,7.44131455399061
The Bridges of Madison County,7.516483516483516
The Catcher in the Rye,7.7018867924528305
The Celestine Prophecy (Celestine Prophecy),7.22972972972973
The Chamber,7.415458937198068
The Cider House Rules,7.832214765100671
The Clan of the Cave Bear (Earth's Children (Paperback)),8.213483146067416
The Client,7.883597883597884
The Color Purple,8.586206896551724
The Color of Water: A Black Man's Tribute to His White Mother,8.252252252252251
The Corrections,6.712121212121212
The Corrections: A Novel,7.138888888888889
The Crimson Petal and the White,7.273972602739726
The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),8.333333333333334
The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),8.588235294117647
The Da Vinci Code,8.43927125506073
The Dark Half,7.56701030927835
The Darwin Awards: Evolution in Action,7.564516129032258
The Dead Zone,7.568965517241379
The Deep End of the Ocean,7.517857142857143
The Devil Wears Prada : A Novel,7.178571428571429
The Diary of Ellen Rimbauer: My Life at Rose Red,7.175675675675675
The Dive From Clausen's Pier (Alex Awards),7.4363636363636365
The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),7.576923076923077
The Divine Secrets of the Ya-Ya Sisterhood: A Novel,7.771084337349397
The Door to December,7.482352941176471
"The Drawing of the Three (The Dark Tower, Book 2)",8.409090909090908
The Dress Lodger (Ballantine Reader's Circle),7.472727272727273
The English Patient,7.434782608695652
"The Eye of the World (The Wheel of Time, Book 1)",7.875
The Eyes of the Dragon,8.214285714285714
The Eyre Affair: A Novel,8.382352941176471
"The Fellowship of the Ring (The Lord of the Rings, Part 1)",8.882926829268293
The Firm,7.825892857142857
The Five People You Meet in Heaven,8.020491803278688
The Fountainhead,8.49056603773585
The Four Agreements: A Practical Guide to Personal Freedom,7.5
The Fourth Hand,6.975903614457831
The Gift,7.585365853658536
The Girl Who Loved Tom Gordon,7.08080808080808
The Girl Who Loved Tom Gordon : A Novel,7.116666666666666
The Girls' Guide to Hunting and Fishing,6.945945945945946
The Giver (21st Century Reference),8.627450980392156
The Glass Lake,7.968253968253968
The God of Small Things,7.661290322580645
"The Golden Compass (His Dark Materials, Book 1)",8.4
The Great Gatsby,7.745762711864407
The Green Mile,8.526315789473685
The Guardian,7.929577464788732
"The Gunslinger (The Dark Tower, Book 1)",8.206185567010309
The Handmaid's Tale,8.456
The Handmaid's Tale : A Novel,8.35820895522388
The Hitchhiker's Guide to the Galaxy,8.529411764705882
The Hobbit : The Enchanting Prelude to The Lord of the Rings,8.73913043478261
The Honk and Holler Opening Soon,7.911764705882353
The Horse Whisperer,7.483516483516484
The Hot Zone,8.136842105263158
The Hours : A Novel,7.591836734693878
The Hours: A Novel,7.627906976744186
The House of the Spirits,8.26388888888889
The House on Mango Street (Vintage Contemporaries),7.419354838709677
The Hundred Secret Senses,7.859504132231405
The Hunt for Red October,8.177215189873417
The Idiot Girls' Action Adventure Club,7.431372549019608
The Jester,7.647058823529412
The Joy Luck Club,8.153846153846153
The King of Torts,7.524324324324325
The Kiss,7.285714285714286
The Kitchen God's Wife,8.03448275862069
The Lake House,6.982456140350878
The Last Juror,8.34375
The Last Precinct,7.453846153846154
The Last Time They Met : A Novel,6.859154929577465
The Little Prince,9.11111111111111
The Loop,7.225806451612903
The Lost Boy: A Foster Child's Search for the Love of a Family,8.225352112676056
The Lost World,7.237623762376238
The Lovely Bones: A Novel,8.185289957567186
The Millionaires,7.3076923076923075
The Mists of Avalon,8.629213483146067
The Mulberry Tree,8.0
The Mummy or Ramses the Damned,7.847222222222222
The Murder Book,7.833333333333333
The Nanny Diaries: A Novel,7.43765903307888
The No. 1 Ladies' Detective Agency (Today Show Book Club #8),8.049180327868852
The Notebook,7.897610921501706
The Other Boleyn Girl,8.411111111111111
The Partner,7.673170731707317
The Pelican Brief,7.661616161616162
The Perfect Storm : A True Story of Men Against the Sea,7.489051094890511
The Perks of Being a Wallflower,8.23076923076923
The Phantom Tollbooth,8.625
The Pillars of the Earth,8.415730337078651
The Pilot's Wife : A Novel,7.5036764705882355
The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),7.753846153846154
The Poisonwood Bible,8.348214285714286
The Poisonwood Bible: A Novel,8.178899082568808
The Prince of Tides,7.965116279069767
The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,8.837837837837839
"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",7.672727272727273
The Queen of the Damned (Vampire Chronicles (Paperback)),7.42
The Rainmaker,7.546391752577319
The Rapture of Canaan,7.367088607594937
The Reader,7.2
The Red Tent (Bestselling Backlist),8.182767624020888
The Regulators,6.951612903225806
"The Reptile Room (A Series of Unfortunate Events, Book 2)",7.964285714285714
The Rescue,7.625954198473282
"The Return of the King (The Lord of the Rings, Part 3)",9.21359223300971
The Runaway Jury,7.682051282051282
The Saving Graces: A Novel,7.481927710843373
The Search,7.543859649122807
The Secret Garden,8.915492957746478
The Secret Life of Bees,8.47783251231527
"The Shelters of Stone (Earth's Children Series, No 5)",7.258620689655173
The Shining,8.319444444444445
The Shipping News : A Novel,7.549450549450549
The Silmarillion,8.192982456140351
The Simple Truth,7.2
The Smoke Jumper,7.416666666666667
The Sparrow,8.226415094339623
The Stand: Complete and Uncut,8.485714285714286
The Stone Diaries,7.450704225352113
The Stranger,8.076923076923077
The Street Lawyer,7.543689320388349
"The Subtle Knife (His Dark Materials, Book 2)",8.672897196261681
The Sum of All Fears,7.462962962962963
The Summerhouse,7.576923076923077
The Summons,7.275080906148867
The Surgeon,7.790322580645161
The Sweet Potato Queens' Book of Love,7.628865979381444
The Switch,7.2105263157894735
The Tale of the Body Thief (Vampire Chronicles (Paperback)),7.188888888888889
The Talisman,8.151515151515152
The Tao of Pooh,8.008849557522124
The Testament,7.517241379310345
The Thorn Birds,8.094594594594595
The Tommyknockers,7.134020618556701
"The Two Towers (The Lord of the Rings, Part 2)",9.330882352941176
The Valley of Horses,8.112676056338028
"The Vampire Lestat (Vampire Chronicles, Book II)",7.951048951048951
The Villa,7.349397590361446
The Virgin Blue,7.839285714285714
The Virgin Suicides,7.742268041237113
The Wedding,7.708860759493671
The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,7.241935483870968
The Winner,7.375
The Witching Hour (Lives of the Mayfair Witches),8.026785714285714
The Woman Next Door,7.45
The World According to Garp,8.166666666666666
Their Eyes Were Watching God: A Novel,8.403846153846153
Thinner,7.695121951219512
Three Fates,8.0
Three Junes,7.35
Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),8.157894736842104
Timeline,7.870722433460076
Tis : A Memoir,7.142857142857143
Tis: A Memoir,7.625
To Kill a Mockingbird,8.97752808988764
To the Nines: A Stephanie Plum Novel,8.701754385964913
Total Control,7.245283018867925
Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),8.406976744186046
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",8.588
Two for the Dough,8.258928571428571
Under the Tuscan Sun,7.256756756756757
Unnatural Exposure,7.839622641509434
Unspeakable,7.5
Vinegar Hill (Oprah's Book Club (Paperback)),6.685393258426966
Violets Are Blue,7.619047619047619
Visions of Sugar Plums,7.43859649122807
Voyager,8.854545454545455
Watchers,8.3
Watership Down,8.611940298507463
We Were the Mulvaneys,7.057553956834532
We'll Meet Again,7.45945945945946
"Welcome to the World, Baby Girl!",7.6
What Looks Like Crazy On An Ordinary Day,7.4646464646464645
What to Expect When You're Expecting (Revised Edition),8.265625
What to Expect the First Year,8.346153846153847
When the Wind Blows,7.486111111111111
Where the Heart Is (Oprah's Book Club (Paperback)),8.142372881355932
Where the Red Fern Grows,8.63076923076923
While I Was Gone,6.95
Whispers,7.313953488372093
White Oleander : A Novel,7.666666666666667
White Oleander : A Novel (Oprah's Book Club),7.853801169590644
White Teeth: A Novel,7.444444444444445
Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,7.155555555555556
Wicked: The Life and Times of the Wicked Witch of the West,7.871794871794871
Wifey,6.696428571428571
Wild Animus,4.3907056798623065
Winter Solstice,7.746478873239437
Wish You Well,7.921348314606742
Without Remorse,7.905405405405405
"Wizard and Glass (The Dark Tower, Book 4)",8.3
Wuthering Heights,7.8493150684931505
Year of Wonders,8.318181818181818
Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,7.597701149425287
"\O\"" Is for Outlaw""",7.444444444444445
